"mex.t"	"mex.male"	"mex.age"	"mex.education"	"mex.y.all"	"mex.vote"	"mex.age2"	"mex.interest"	"mex.married"	"mex.pidpanw2"	"mex.pidprdw2"	"mex.pidpriw2"	"mex.votecard"	"mex.urban"	"mex.cleanelections"	"mex.metro"	"mex.centralregion"	"mex.northregion"	"mex.wealth"	"mex.epnapprove"	"mex.havepropoganda"	"mex.concurrent"	"mex.cleanelectionsmiss"	"mex.loyal"	"mex.direct"
"498"	0	1	5	9	2	1	25	4	0	0	0	0	0	1	4	1	0	0	2.67367696762085	1	0	0	0	0	0
"499"	1	1	4	8	2	1	16	3	1	0	0	1	1	1	3	1	0	0	2.67367696762085	11	0	0	0	1	0
"500"	0	0	4.9	7	1	1	24.01	3	1	1	0	0	1	1	3	1	0	0	-0.473139226436615	9	0	0	0	0	0
"502"	0	1	2.6	9	1	1	6.76	3	0	0	0	0	0	1	3	1	0	0	2.67367696762085	6	0	0	0	0	0
"503"	0	0	5.8	7	1	1	33.64	3	1	0	0	1	1	1	2	1	0	0	2.67367696762085	11	0	0	0	1	0
"505"	1	1	5.9	3	1	1	34.81	3	0	0	0	1	1	1	3	1	0	0	-0.473139226436615	11	0	0	0	1	0
"506"	1	1	2	5	1	1	4	3	0	0	0	1	1	1	3	1	0	0	0.617024123668671	6	0	0	0	1	0
"507"	0	1	4.1	7	3	1	16.81	1	0	0	0	0	1	1	4	1	0	0	1.77481877803802	1	0	0	0	0	0
"508"	1	1	4.1	5	3	1	16.81	2	1	0	1	0	1	1	2	1	0	0	-0.416981279850006	10	0	0	0	0	0
"509"	0	1	2.9	3	2	0	8.41	2	1	0	0	1	0	1	3	1	0	0	1.58351361751556	7	0	0	0	0	0
"510"	1	1	2.8	5	3	1	7.84	2	0	0	1	0	1	1	4	1	0	0	0.67318207025528	7	0	0	0	0	0
"511"	0	1	4	6	2	1	16	3	1	0	1	0	0	1	4	1	0	0	0.481876999139786	6	0	0	0	0	0
"512"	1	1	8.2	3	1	1	67.24	3	1	0	1	0	0	1	4	1	0	0	0.481876999139786	3	0	0	0	1	0
"513"	0	0	4	5	2	1	16	3	0	0	0	0	0	0	3	1	0	0	-0.416981279850006	4	0	0	0	0	0
"514"	1	1	8	2	2	1	64	3	0	0	0	0	1	1	3	1	0	0	-1.24018979072571	4	0	0	0	0	0
"515"	0	0	2.3	2	1	1	5.29	3	0	0	0	0	0	1	3	1	0	0	-0.416981279850006	4	0	0	0	0	0
"516"	1	0	4.5	3	3	0	20.25	1	1	0	0	0	0	1	4	1	0	0	-1.24018979072571	6	0	0	0	0	0
"517"	0	0	4	7	2	1	16	2	1	0	1	0	1	1	4	1	0	0	-0.341331571340561	4	0	0	0	0	0
"518"	1	0	2.3	5	3	1	5.29	4	0	1	0	0	1	1	3	1	0	0	1.58351361751556	1	0	0	0	1	1
"519"	0	0	2.6	4	3	1	6.76	3	0	1	0	0	1	1	4	1	0	0	-0.138553187251091	3	0	0	0	0	0
"520"	1	0	3.7	7	2	1	13.69	3	1	0	0	0	0	1	2	1	0	0	1.57204031944275	9	0	0	0	0	0
"521"	0	0	2	5	2	1	4	3	0	0	0	0	1	1	3	1	0	0	0.481876999139786	6	0	0	0	0	0
"522"	1	1	2.6	5	1	1	6.76	2	0	0	0	0	1	1	4	1	0	0	0.481876999139786	6	0	0	0	0	0
"523"	1	0	1.9	7	3	1	3.61	3	0	0	1	0	0	1	4	1	0	0	-0.416981279850006	2	0	0	0	0	0
"524"	0	1	3.3	4	2	1	10.89	2	0	0	0	0	0	1	4	1	0	0	-1.37199747562408	5	0	0	0	0	0
"525"	1	0	4.2	3	3	1	17.64	3	0	0	0	0	0	1	4	1	0	0	-0.416981279850006	3	1	0	0	0	0
"526"	1	1	6.9	1	4	1	47.61	4	1	0	1	0	0	1	4	1	0	0	0.481876999139786	3	0	0	0	0	0
"527"	0	0	4	3	3	1	16	3	1	0	1	0	0	1	4	1	0	0	-0.416981279850006	1	0	0	0	1	0
"528"	1	0	2.2	9	4	1	4.84	2	0	0	0	0	0	1	3	1	0	0	1.57204031944275	5	0	0	0	0	0
"529"	0	0	2.2	4	3	1	4.84	3	0	0	1	0	0	1	4	1	0	0	-0.416981279850006	2	0	0	0	0	0
"530"	1	0	3.4	5	4	1	11.56	4	0	0	1	0	0	1	4	1	0	0	-1.29634773731232	1	0	0	0	1	0
"531"	0	0	2.2	7	2	1	4.84	2	0	0	0	0	0	1	4	1	0	0	-0.416981279850006	1	0	0	0	0	0
"532"	1	0	3.5	3	4	1	12.25	3	1	0	1	0	0	1	4	1	0	0	0.481876999139786	4	0	0	0	0	0
"533"	0	0	2	8	3	1	4	4	0	0	0	0	0	1	3	1	0	0	-0.416981279850006	6	0	0	0	0	0
"534"	0	0	5.4	5	2	1	29.16	2	1	0	1	0	0	1	3	1	0	0	-0.416981279850006	4	0	0	0	1	0
"537"	0	1	3	5	2	1	9	3	0	0	0	1	0	1	1	1	0	0	-0.416981279850006	10	0	0	0	0	0
"538"	1	1	1.9	7	4	1	3.61	3	0	0	1	0	0	1	4	1	0	0	0.481876999139786	6	0	0	0	0	0
"539"	0	1	3.1	5	3	1	9.61	2	1	0	1	0	0	1	4	1	0	0	-0.416981279850006	2	0	0	0	0	0
"540"	1	0	8.4	3	1	0	70.56	2	0	0	1	0	0	1	2	1	0	0	0.481876999139786	11	0	0	0	1	0
"541"	0	0	6.4	9	2	1	40.96	1	0	1	0	0	1	1	1	1	0	0	0.481876999139786	4	0	0	0	0	0
"542"	1	1	7.1	9	2	1	50.41	2	1	1	0	0	1	1	3	1	0	0	4.06259870529175	7	0	0	0	0	0
"543"	0	1	2.9	9	2	1	8.41	3	0	1	0	0	1	1	2	1	0	0	2.67367696762085	6	0	0	0	0	0
"544"	1	1	3.6	9	2	1	12.96	1	1	1	0	0	1	1	1	1	0	0	2.67367696762085	7	0	0	0	0	0
"545"	0	0	4.9	9	1	1	24.01	4	0	0	1	0	1	1	3	1	0	0	4.06259870529175	7	0	0	0	0	0
"546"	1	1	7.9	9	3	1	62.41	4	1	1	0	0	1	1	2	1	0	0	4.06259870529175	6	0	0	0	0	0
"547"	1	0	5.7	7	2	1	32.49	3	1	0	1	0	1	1	4	1	0	0	-2.19520616531372	1	0	0	0	1	0
"548"	0	1	8.1	2	1	1	65.61	1	1	0	1	0	1	1	4	1	0	0	-0.341331571340561	1	0	0	0	0	0
"550"	0	1	3.7	7	2	0	13.69	2	0	1	0	0	0	1	1	1	0	0	2.67367696762085	5	0	0	0	1	0
"551"	1	1	7.5	9	2	1	56.25	1	1	0	0	1	1	1	1	1	0	0	0.481876999139786	9	0	0	0	1	0
"553"	0	1	4	5	1	1	16	1	1	0	0	1	0	0	4	0	1	0	-2.19520616531372	8	0	0	0	1	0
"554"	1	0	4.6	5	1	1	21.16	1	1	0	0	0	1	0	4	0	1	0	-0.416981279850006	6	0	0	0	0	0
"555"	0	1	2.8	6	2	0	7.84	2	0	0	0	0	0	0	3	0	1	0	-0.416981279850006	3	1	0	0	0	0
"556"	1	0	3.8	5	1	1	14.44	2	1	0	0	0	0	0	4	0	1	0	-0.416981279850006	7	0	0	0	0	0
"557"	0	0	5.6	2	2	1	31.36	2	0	0	0	1	1	0	1	0	1	0	-1.24018979072571	10	0	0	0	0	0
"558"	1	1	1.9	5	2	0	3.61	2	0	0	0	1	0	0	2	0	1	0	-1.24018979072571	9	0	0	0	0	0
"559"	0	0	5.9	3	2	1	34.81	1	1	0	0	1	1	0	2	0	1	0	-0.416981279850006	11	0	0	0	1	0
"560"	0	0	2.9	3	1	1	8.41	1	1	0	0	0	1	0	2	0	1	0	-2.19520616531372	9	0	0	0	0	0
"561"	1	0	6.1	3	2	1	37.21	2	1	0	1	0	1	0	4	0	1	0	-2.19520616531372	3	0	0	0	0	0
"562"	0	1	2.3	6	2	1	5.29	3	0	0	0	0	0	0	4	0	1	0	-0.416981279850006	2	1	0	0	0	1
"563"	1	0	4.2	9	2	1	17.64	3	0	0	0	1	1	0	1	1	0	0	-1.37199747562408	9	0	0	0	0	0
"564"	0	0	3.9	6	2	1	15.21	2	0	0	0	1	1	0	1	1	0	0	-1.24018979072571	11	0	0	0	1	0
"565"	1	0	3.6	4	1	1	12.96	3	0	0	0	1	1	0	1	1	0	0	-2.19520616531372	11	0	0	0	1	0
"566"	0	0	8.1	1	1	1	65.61	2	0	0	0	1	1	0	1	1	0	0	-0.473139226436615	10	0	0	0	1	0
"567"	0	0	4.3	2	1	1	18.49	2	1	0	0	1	1	0	1	1	0	0	-0.416981279850006	11	0	0	0	1	0
"568"	1	0	4.9	3	2	1	24.01	3	1	0	0	1	1	0	1	1	0	0	-2.19520616531372	11	0	0	0	1	0
"569"	0	0	3.7	5	1	1	13.69	2	0	0	0	1	1	0	2	1	0	0	-0.416981279850006	10	0	0	0	1	0
"570"	1	1	3.3	2	2	1	10.89	1	1	0	0	1	1	0	1	1	0	0	2.07357692718506	10	0	0	0	1	0
"571"	0	0	3.3	3	1	1	10.89	3	1	0	0	1	1	0	1	1	0	0	-0.416981279850006	11	1	0	0	1	0
"572"	1	0	3	5	1	1	9	3	1	0	0	1	1	0	0	1	0	0	-1.24018979072571	11	0	0	1	1	0
"576"	1	1	3.5	7	2	1	12.25	4	1	0	0	1	1	0	2	1	0	0	1.57204031944275	9	0	0	0	1	0
"577"	0	1	3.9	5	1	1	15.21	3	0	0	0	1	1	0	2	1	0	0	-0.473139226436615	10	1	0	0	1	0
"580"	0	0	2.8	3	2	1	7.84	3	1	0	0	1	0	0	2	1	0	0	-0.341331571340561	11	0	0	0	1	0
"581"	1	0	3.8	5	2	1	14.44	2	1	0	0	0	1	0	4	1	0	0	-1.24018979072571	9	0	0	0	0	0
"582"	0	0	3.6	3	2	1	12.96	3	0	0	1	0	1	0	4	1	0	0	-1.24018979072571	9	0	0	0	1	0
"583"	1	0	3.1	5	2	1	9.61	3	0	0	1	0	0	0	4	1	0	0	-1.24018979072571	1	0	0	0	0	0
"585"	1	0	3.1	3	1	1	9.61	1	1	0	0	0	1	0	0	1	0	0	-2.19520616531372	11	0	0	1	0	0
"586"	0	0	2.4	2	1	0	5.76	1	1	0	0	0	0	0	1	1	0	0	-2.19520616531372	10	0	0	0	0	0
"587"	1	1	2.4	4	1	1	5.76	1	1	0	0	0	1	0	3	1	0	0	-2.19520616531372	6	0	0	0	0	1
"588"	0	1	3.3	5	0	1	10.89	2	1	0	0	0	1	0	4	1	0	0	-1.24018979072571	11	0	0	0	0	0
"589"	1	1	3.6	2	2	1	12.96	2	1	0	0	0	1	0	4	1	0	0	-0.416981279850006	6	0	0	0	0	0
"590"	0	0	6	2	1	0	36	2	1	0	0	0	0	0	4	1	0	0	-2.19520616531372	1	0	0	0	0	0
"591"	1	1	4.8	3	2	1	23.04	4	1	0	0	1	0	0	1	1	0	0	-2.19520616531372	11	0	0	0	1	0
"592"	1	0	2.7	3	4	1	7.29	1	1	0	0	0	1	0	4	1	0	0	-2.19520616531372	5	0	0	0	0	0
"593"	1	1	6.5	6	1	1	42.25	1	1	1	0	0	1	0	2	1	0	0	-0.473139226436615	11	0	0	0	0	0
"594"	0	0	2.9	3	3	1	8.41	2	0	1	0	0	1	0	4	1	0	0	-2.19520616531372	6	1	0	0	1	0
"595"	1	0	6.7	2	1	1	44.89	4	1	1	0	0	1	0	3	1	0	0	-1.37199747562408	8	0	0	0	1	0
"596"	0	1	5.7	3	2	1	32.49	1	1	0	0	1	1	0	2	1	0	0	-1.37199747562408	10	0	0	0	1	0
"597"	1	1	6.3	3	2	1	39.69	2	1	0	0	1	1	0	4	1	0	0	-0.416981279850006	3	0	0	0	0	0
"598"	0	1	3.6	3	1	1	12.96	2	1	1	0	0	1	0	3	1	0	0	-1.29634773731232	6	0	0	0	0	0
"599"	1	1	3.1	4	1	1	9.61	2	0	0	0	1	1	0	4	1	0	0	-1.29634773731232	10	0	0	0	0	0
"600"	0	0	3.6	5	1	0	12.96	2	1	0	0	0	0	0	2	1	0	0	-2.19520616531372	10	0	0	0	0	1
"601"	0	0	3.1	3	1	1	9.61	2	0	0	0	1	1	0	1	1	0	0	-2.19520616531372	11	0	0	0	0	0
"603"	0	0	7.2	3	2	1	51.84	4	1	0	0	1	1	1	2	1	0	0	0.481876999139786	11	0	0	0	1	0
"604"	1	1	7	3	2	1	49	2	1	0	1	0	1	1	4	1	0	0	0.481876999139786	1	0	0	0	1	0
"605"	0	0	1.9	4	1	1	3.61	3	0	0	0	1	0	1	4	1	0	0	-1.24018979072571	11	0	0	0	0	0
"606"	1	1	4.2	2	3	1	17.64	4	1	0	1	0	1	1	4	1	0	0	1.57204031944275	1	0	0	0	1	1
"607"	0	0	2.3	9	1	1	5.29	3	0	1	0	0	0	1	4	1	0	0	0.748831808567047	6	0	0	0	0	0
"608"	1	0	4.8	3	2	1	23.04	1	1	0	0	0	1	1	1	1	0	0	-2.19520616531372	11	0	0	0	0	0
"609"	0	1	7.6	1	1	1	57.76	3	0	0	0	1	0	1	3	1	0	0	0.748831808567047	11	0	0	0	0	0
"610"	1	0	5.5	3	1	1	30.25	1	1	0	0	1	1	1	4	1	0	0	0.481876999139786	8	0	0	0	0	0
"611"	0	1	4.8	3	2	1	23.04	4	1	1	0	0	1	1	4	1	0	0	0.684655368328094	10	0	0	0	1	0
"612"	0	0	3.5	9	2	1	12.25	4	0	0	0	1	1	1	2	1	0	0	2.67367696762085	11	0	0	0	0	0
"613"	1	1	2.3	9	3	1	5.29	2	0	0	1	0	0	1	4	1	0	0	0.481876999139786	9	0	0	0	0	0
"615"	0	0	2.3	5	1	1	5.29	2	0	0	1	0	0	1	4	1	0	0	1.57204031944275	6	0	0	0	1	0
"616"	1	1	2	5	2	1	4	3	0	0	0	1	1	1	1	1	0	0	2.67367696762085	11	0	0	0	0	0
"617"	0	0	2.7	5	2	1	7.29	2	0	1	0	0	0	1	4	1	0	0	1.57204031944275	1	0	0	0	1	0
"619"	0	0	4.9	3	1	1	24.01	1	0	0	1	0	0	1	4	1	0	0	0.481876999139786	6	0	0	0	0	0
"620"	0	0	3	9	3	1	9	3	0	0	1	0	0	1	4	1	0	0	2.67367696762085	2	0	0	0	0	0
"621"	1	0	4.4	2	1	1	19.36	2	0	0	0	1	0	1	2	1	0	0	-2.19520616531372	11	0	0	0	0	0
"622"	0	1	2.2	7	1	0	4.84	2	0	1	0	0	0	1	4	1	0	0	1.57204031944275	8	0	0	0	0	1
"623"	1	1	3.4	5	1	1	11.56	2	1	0	0	1	0	1	1	1	0	0	2.67367696762085	10	0	0	0	0	0
"624"	0	0	4.7	5	1	1	22.09	2	0	0	1	0	0	1	4	1	0	0	1.57204031944275	1	0	0	0	0	0
"625"	1	0	4.5	5	2	1	20.25	2	0	0	1	0	1	1	4	1	0	0	0.481876999139786	1	0	0	0	1	0
"626"	0	1	4.1	5	2	1	16.81	4	0	0	0	1	1	1	1	1	0	0	-2.19520616531372	8	0	0	0	1	0
"627"	0	0	2.1	5	2	1	4.41	3	1	0	0	1	0	1	3	1	0	0	-0.416981279850006	9	1	0	0	0	0
"628"	0	1	6.8	3	1	1	46.24	2	1	0	0	1	1	1	2	1	0	0	1.57204031944275	9	0	0	0	1	0
"629"	0	1	3.9	5	1	1	15.21	2	1	0	0	0	0	1	4	1	0	0	1.57204031944275	1	0	0	0	0	0
"630"	1	1	4.8	7	1	1	23.04	3	0	0	1	0	0	1	4	1	0	0	-0.416981279850006	1	0	0	0	0	1
"631"	1	0	1.9	7	3	1	3.61	3	0	0	1	0	0	1	4	1	0	0	1.57204031944275	1	0	0	0	1	0
"632"	1	0	3.7	5	4	1	13.69	2	1	0	0	1	0	1	0	1	0	0	1.57204031944275	9	0	0	1	0	1
"633"	0	1	6.2	8	3	1	38.44	3	1	0	0	0	1	1	1	1	0	0	1.71866083145142	10	0	0	0	0	0
"634"	1	1	6.2	4	4	1	38.44	2	0	0	0	1	1	1	1	1	0	0	-1.24018979072571	11	0	0	0	1	0
"635"	0	0	5.3	3	2	1	28.09	1	1	1	0	0	1	1	4	1	0	0	1.57204031944275	1	0	0	0	0	1
"636"	0	1	2.6	9	3	1	6.76	2	1	1	0	0	1	1	3	1	0	0	1.57204031944275	4	0	0	0	0	0
"637"	1	0	2.9	5	3	1	8.41	2	1	0	0	1	1	1	1	1	0	0	-0.416981279850006	11	1	0	0	1	0
"638"	0	0	2	7	3	1	4	3	1	0	0	1	1	1	1	1	0	0	0.684655368328094	11	1	0	0	1	0
"639"	1	1	2.2	8	3	1	4.84	4	0	0	0	0	1	1	4	1	0	0	-1.37199747562408	1	0	0	0	0	1
"640"	0	0	5	3	3	1	25	2	1	0	1	0	1	1	1	1	0	0	-2.19520616531372	9	0	0	0	0	0
"641"	1	0	5	3	2	1	25	4	0	0	0	1	1	1	1	1	0	0	-0.473139226436615	11	0	0	0	1	0
"642"	0	1	2.5	9	2	1	6.25	2	0	0	1	0	0	1	4	1	0	0	4.06259870529175	1	0	0	0	1	0
"643"	1	0	5.2	7	1	1	27.04	1	0	0	0	0	1	1	4	1	0	0	2.67367696762085	1	0	0	0	0	0
"644"	0	1	6.4	9	1	1	40.96	2	0	0	0	0	1	1	3	1	0	0	1.57204031944275	5	0	0	0	0	0
"647"	1	0	3.7	5	1	1	13.69	2	1	0	0	0	1	1	2	1	0	0	2.67367696762085	7	0	0	0	0	0
"648"	0	1	7.1	3	1	1	50.41	3	1	1	0	0	0	1	4	1	0	0	0.481876999139786	1	0	0	0	0	0
"649"	0	1	2.6	7	2	1	6.76	1	0	0	1	0	1	1	3	1	0	0	0.748831808567047	1	0	0	0	0	0
"650"	1	1	2.4	5	1	1	5.76	2	0	0	1	0	1	1	3	1	0	0	-0.150026470422745	1	0	0	0	0	0
"651"	0	0	2	6	1	1	4	1	1	0	1	0	0	1	4	1	0	0	0.748831808567047	9	0	0	0	0	1
"652"	1	1	3.4	5	1	1	11.56	3	0	0	0	1	0	0	1	1	0	0	1.77481877803802	11	0	0	0	1	0
"653"	0	0	2.9	5	1	1	8.41	2	1	0	0	1	1	1	3	1	0	0	-0.138553187251091	7	0	0	0	0	0
"654"	1	0	3.5	5	1	0	12.25	2	0	0	0	0	0	1	2	1	0	0	0.748831808567047	5	0	0	0	0	0
"655"	1	1	3.8	5	3	1	14.44	4	1	0	0	1	1	0	1	1	0	0	1.77481877803802	11	1	0	0	1	0
"656"	0	0	2.4	5	1	1	5.76	1	1	0	0	1	1	0	2	1	0	0	-3.09287762641907	11	0	0	0	1	0
"657"	1	0	2.6	7	2	1	6.76	3	0	0	0	1	1	0	1	1	0	0	-1.37199747562408	10	0	0	0	0	0
"658"	0	0	2	6	1	1	4	2	0	0	0	1	1	0	2	1	0	0	-2.19520616531372	10	0	0	0	0	0
"659"	1	1	3.9	5	2	1	15.21	2	0	0	1	0	1	0	3	1	0	0	-1.24018979072571	4	0	0	0	1	0
"660"	0	1	7.6	2	1	1	57.76	2	1	1	0	0	1	0	3	1	0	0	-0.416981279850006	5	0	0	0	0	0
"661"	1	1	4.1	9	0	1	16.81	3	0	0	0	0	1	0	2	1	0	0	2.67367696762085	10	0	0	0	0	0
"662"	0	0	3.4	3	1	1	11.56	2	1	0	0	1	1	0	3	1	0	0	1.77481877803802	10	0	0	0	1	0
"663"	1	0	4.2	3	1	1	17.64	2	1	0	0	1	1	0	2	1	0	0	-1.37199747562408	10	0	0	0	0	0
"664"	1	1	6.4	9	2	1	40.96	4	1	0	0	1	0	0	1	1	0	0	0.481876999139786	11	0	0	0	1	0
"665"	0	0	4.5	9	1	1	20.25	2	1	0	0	0	0	0	2	1	0	0	1.57204031944275	10	0	0	0	0	0
"666"	1	0	3.1	8	1	1	9.61	1	0	0	0	1	0	0	0	1	0	0	0.481876999139786	9	0	0	1	0	0
"667"	0	1	1.9	7	1	0	3.61	1	0	0	0	0	0	0	4	1	0	0	-0.416981279850006	6	0	0	0	0	0
"668"	1	1	4.2	9	2	1	17.64	3	1	0	0	1	1	0	1	1	0	0	1.57204031944275	10	0	0	0	1	0
"669"	0	0	4.2	4	1	1	17.64	2	0	0	1	0	0	0	1	1	0	0	-0.416981279850006	4	0	0	0	0	0
"670"	0	0	8.1	2	1	1	65.61	1	0	0	0	1	0	0	2	1	0	0	-1.37199747562408	11	0	0	0	0	0
"671"	1	0	3.9	6	1	NA	15.21	2	0	0	0	0	0	0	3	1	0	0	-0.416981279850006	6	0	0	0	0	0
"673"	0	0	6.7	2	1	1	44.89	1	0	0	0	0	0	0	2	1	0	0	0.481876999139786	10	0	0	0	0	0
"674"	1	1	2.1	7	1	1	4.41	2	0	0	0	1	1	0	0	1	0	0	-0.416981279850006	10	0	0	1	0	0
"676"	1	0	5.5	2	1	1	30.25	2	1	0	0	1	0	0	0	1	0	0	-0.416981279850006	8	0	0	1	0	0
"677"	1	0	3.9	3	2	1	15.21	1	1	1	0	0	0	0	3	1	0	0	0.481876999139786	4	0	0	0	0	0
"678"	0	1	4	5	1	1	16	1	0	0	1	0	1	0	3	1	0	0	-1.37199747562408	6	0	0	0	0	0
"679"	0	0	3.3	6	1	1	10.89	1	1	0	0	0	0	0	4	1	0	0	-0.416981279850006	6	1	0	0	0	0
"680"	1	1	7.3	1	1	1	53.29	3	1	0	0	1	1	0	2	1	0	0	-2.19520616531372	9	0	0	0	0	0
"681"	0	1	5.8	3	1	1	33.64	1	1	0	0	1	1	0	3	1	0	0	-1.37199747562408	11	0	0	0	1	0
"682"	1	1	3.8	6	1	1	14.44	4	1	0	0	1	1	0	1	1	0	0	-1.24018979072571	10	0	0	0	1	0
"683"	0	1	5.6	3	1	1	31.36	1	1	0	0	1	1	0	3	1	0	0	-1.37199747562408	10	0	0	0	0	0
"684"	1	1	4.3	6	2	0	18.49	3	1	0	0	1	0	0	3	1	0	0	-1.24018979072571	9	0	0	0	0	0
"686"	1	0	2.5	8	1	1	6.25	1	0	0	0	1	1	0	0	1	0	0	-1.37199747562408	11	0	0	1	0	0
"687"	0	0	3.7	4	2	1	13.69	1	1	0	0	1	1	0	3	1	0	0	-2.19520616531372	9	0	0	0	0	0
"688"	1	0	5	3	1	1	25	1	1	0	0	1	1	0	2	1	0	0	-1.37199747562408	11	0	0	0	0	0
"689"	0	0	5.2	2	2	1	27.04	2	0	0	0	1	1	0	4	1	0	0	-1.29634773731232	11	0	0	0	0	0
"690"	1	0	3.7	5	1	1	13.69	2	1	0	1	0	1	1	2	0	0	0	1.57204031944275	5	0	1	0	0	0
"691"	0	0	3.6	9	3	0	12.96	2	1	0	0	0	0	1	2	0	0	0	0.67318207025528	10	0	1	0	0	1
"692"	0	0	2.8	8	2	1	7.84	3	0	1	0	0	1	1	2	0	0	0	0.684655368328094	9	0	1	0	0	1
"693"	0	1	3.6	9	2	1	12.96	3	0	0	1	0	0	1	4	0	0	0	-0.341331571340561	9	0	1	0	0	0
"694"	1	1	5.5	3	3	1	30.25	1	1	0	1	0	1	1	4	0	0	0	-1.24018979072571	6	0	1	0	1	0
"695"	0	0	4.1	4	1	1	16.81	2	0	0	0	1	1	1	2	0	0	0	0.481876999139786	9	1	1	0	0	0
"696"	1	0	3.1	5	2	1	9.61	3	1	0	1	0	1	1	4	0	0	0	-0.416981279850006	2	0	1	0	1	0
"697"	0	0	2.5	7	2	1	6.25	2	1	0	0	0	1	1	4	0	0	0	-1.29634773731232	1	0	1	0	0	0
"699"	1	1	4.6	5	0	0	21.16	1	1	0	0	0	0	1	4	0	0	0	-1.24018979072571	1	0	1	0	0	0
"700"	0	0	6.1	5	1	1	37.21	2	0	0	0	1	1	1	3	0	0	0	0.481876999139786	9	0	1	0	1	0
"701"	1	0	3	3	1	NA	9	2	0	0	1	0	0	0	0	0	0	0	-2.19520616531372	8	0	0	1	0	0
"702"	0	0	4.5	2	1	1	20.25	3	0	0	1	0	0	0	3	0	0	0	-1.37199747562408	1	0	0	0	1	1
"703"	0	0	5.8	7	2	1	33.64	3	1	0	0	1	0	0	1	0	0	0	-2.19520616531372	11	0	0	0	1	0
"704"	0	0	3.2	6	1	1	10.24	2	0	0	0	0	1	0	2	0	0	0	-0.416981279850006	7	0	0	0	0	0
"705"	0	1	1.8	7	1	0	3.24	2	0	0	0	1	0	0	3	0	0	0	0.617024123668671	10	0	0	0	0	0
"706"	0	0	3.5	5	1	1	12.25	2	0	0	0	1	1	0	4	0	0	0	-0.416981279850006	6	0	0	0	1	0
"707"	0	0	5	9	2	1	25	3	1	0	0	0	0	0	4	0	0	0	1.57204031944275	6	0	0	0	0	0
"708"	1	0	4.1	2	1	1	16.81	1	1	0	0	1	0	0	0	0	0	0	0.481876999139786	11	0	0	1	0	0
"709"	0	1	6.1	3	1	1	37.21	2	1	0	0	1	0	0	0	0	0	0	-0.416981279850006	11	0	0	1	1	0
"710"	1	1	1.8	6	1	1	3.24	4	0	0	0	1	0	0	3	0	0	0	-2.19520616531372	9	0	0	0	1	0
"711"	1	0	5.3	5	3	1	28.09	4	0	1	0	0	0	1	4	0	0	0	-0.415794610977173	4	0	0	0	1	0
"712"	1	1	6.1	9	2	1	37.21	4	1	0	0	1	0	1	1	0	0	0	1.57204031944275	10	0	0	0	1	0
"713"	1	1	2.3	8	3	1	5.29	3	0	0	0	1	1	1	2	0	0	0	1.57204031944275	9	0	0	0	0	0
"714"	1	0	2.3	3	2	1	5.29	3	0	1	0	0	0	1	2	0	0	0	-0.416981279850006	10	0	0	0	0	0
"715"	0	0	3.5	5	1	1	12.25	2	1	0	0	0	0	1	4	0	0	0	2.67367696762085	2	0	0	0	0	0
"717"	0	0	3.1	6	1	0	9.61	2	1	0	1	0	0	1	4	0	0	0	1.58351361751556	6	0	0	0	1	0
"718"	1	0	2	5	3	1	4	3	0	1	0	0	0	1	3	0	0	0	-2.19520616531372	9	0	0	0	0	0
"720"	0	1	3.1	5	2	1	9.61	3	0	1	0	0	1	1	2	0	0	0	0.481876999139786	1	0	0	0	1	0
"721"	1	0	2.7	3	1	1	7.29	3	0	0	0	0	1	1	2	0	0	0	-1.29634773731232	6	0	0	0	0	0
"722"	0	1	5.5	3	2	1	30.25	2	0	0	0	1	1	1	2	0	0	0	0.617024123668671	11	0	0	0	0	0
"723"	1	1	2.4	3	2	0	5.76	2	0	0	1	0	0	1	4	0	0	0	-1.29634773731232	4	0	0	0	0	0
"724"	1	0	2.7	3	3	1	7.29	1	1	0	0	1	0	0	4	0	0	0	-2.19520616531372	10	0	0	0	1	0
"725"	0	1	3.2	3	2	1	10.24	2	1	0	0	1	0	0	4	0	0	0	-0.341331571340561	8	1	0	0	1	0
"726"	1	1	4.2	5	1	0	17.64	1	1	0	0	0	0	1	3	0	0	0	-0.206184417009354	3	0	0	0	0	0
"727"	0	0	5.6	2	0	1	31.36	1	1	0	0	1	1	0	4	0	0	0	-1.29634773731232	10	0	0	0	1	0
"728"	1	0	4.7	3	4	1	22.09	1	1	1	0	0	1	0	4	0	0	0	-1.29634773731232	5	0	0	0	0	0
"729"	0	0	4	7	3	1	16	4	0	1	0	0	0	1	2	0	0	0	2.67367696762085	7	0	0	0	1	0
"730"	1	0	2.4	5	3	1	5.76	1	0	0	1	0	0	0	4	0	0	0	-0.341331571340561	1	1	0	0	1	0
"731"	0	0	1.9	3	2	1	3.61	2	0	1	0	0	1	0	2	0	0	0	-2.19520616531372	7	0	0	0	0	0
"732"	1	0	3.1	7	1	1	9.61	3	0	0	0	1	1	1	2	0	0	0	-0.341331571340561	11	0	0	0	0	0
"733"	0	1	2.6	9	2	0	6.76	2	1	0	1	0	0	1	4	0	0	0	2.67367696762085	6	0	0	0	0	0
"734"	1	1	2.9	5	3	1	8.41	3	0	0	0	1	1	1	2	0	0	0	0.684655368328094	10	0	0	0	0	0
